user,url,id,desc,music,likes,comments,shares,views,date,challenges,duration
erik.j_,https://m.tiktok.com/v/7044568646139546927,7044568646139546927,Stg they are like Houdini #fyp #foryou #foryoupage #FFXmasSwitch  #ThanksandGiving #jdm #manual #jetta #drift #ebrake #cartok #sheriff #carsoftiktok,original sound,77600,236,1661,896000,2021-12-22 16:44:14+00:00,"jetta, jdm, foryou, FFXmasSwitch, ThanksandGiving, fyp, cartok, drift, carsoftiktok, foryoupage, ebrake, sheriff, manual",6
duval_builds,https://m.tiktok.com/v/7024936154889719045,7024936154889719045,"RWD converted Jetta, the way it shoulda been. #vw #racecar #jetta #ls #fyp #trending #cartok #foryoupage #car #trendy #chevy",Я буду ебать,77600,492,2187,1200000,2021-10-30 19:00:07+00:00,"fyp, vw, foryoupage, chevy, car, jetta, ls, trending, trendy, racecar, cartok",14
vag.racer,https://m.tiktok.com/v/6939097961817312513,6939097961817312513,"Ох уж этот 1.4 стейдж 24 , кинь своему другу стейджеру , чтобы знал 😂#RoseAttitude #ПробиотикБоулВключает #vag #jetta #volkswagen #stage3 #tuning",оригинальный звук,77500,388,4830,1200000,2021-03-13 11:24:07+00:00,"tuning, volkswagen, RoseAttitude, ПробиотикБоулВключает, vag, jetta, stage3",8
mk2.life,https://m.tiktok.com/v/7198177315652717829,7198177315652717829,#jettamk2 #vwmk2 #golfmk2 #jetta #mk2 #golfgti #golfr32 #jettagli #vw #cargirl #carguy #csrsoftiktok #carhub #cars247 #fyp #foryou #foryoupage #lentejas ,sonido original,77500,160,770,692700,2023-02-09 15:24:22+00:00,"golfr32, jettagli, mk2, carguy, golfgti, cargirl, foryoupage, jettamk2, cars247, vwmk2, carhub, golfmk2, csrsoftiktok, vw, lentejas, fyp, foryou, jetta",7
anderle35,https://m.tiktok.com/v/7123408088392043782,7123408088392043782,Famoso vê tudo e ninguém vê nada 😈 #lacrado #insulfilme #jetta #tsi #volkswagen #familiavolkswagen,som original,76500,629,3288,706000,2022-07-23 03:41:35+00:00,"lacrado, insulfilme, familiavolkswagen, jetta, tsi, volkswagen",21
alejocastaeda,https://m.tiktok.com/v/7233633749534182662,7233633749534182662,"Respuesta a @KC11  Así quedó este jetta, ¿cual sigue?  #fyp #photoshop #modificaciones #tuning #carsoftiktok #car #auto #jetta #volkswagen ",Ice Cream Man X Walk It Talk It,76400,4856,438,1900000,2023-05-16 04:33:27+00:00,"fyp, carsoftiktok, modificaciones, jetta, tuning, car, volkswagen, auto, photoshop",97
exoticscuu,https://m.tiktok.com/v/7123002212686597381,7123002212686597381,Hace rato que no subia un Verdades que Duelen ⚠️😮‍💨 #audi #r8 #r8v10 #tiktokautos #humor #vw #jetta #lamborghini #gallardo #peugeot #rcz,Vivaldi-Four Season-Spring-1,76400,302,328,890100,2022-07-22 01:26:35+00:00,"audi, peugeot, r8v10, r8, gallardo, lamborghini, humor, jetta, vw, tiktokautos, rcz",75
velotec_,https://m.tiktok.com/v/36804471073923072,36804471073923072,⚡️💥🔥 #featureme #newtothis #dance,I'd love to change the world (matstubs remix),76300,525,1,16100,2015-12-03 04:39:44+00:00,"featureme, dance, newtothis, jetta",15
yzautopartsstore,https://m.tiktok.com/v/7132362526620241157,7132362526620241157,Retrofit make a your Jetta different #autotuning #vwretroit #volkswagenupgrade #vw #jetta,original sound,75800,364,4577,1700000,2022-08-16 06:49:28+00:00,"jetta, vw, autotuning, vwretroit, volkswagenupgrade",58
danielzendejasz28,https://m.tiktok.com/v/7134859643657981189,7134859643657981189,y vamos por mas🙏 #corvette #camaro #mustang #chevy #ford #dogde #jetta #silverado #cars #dream #parati #foryou #fyp #mexicali,sonido original,75000,242,570,707000,2022-08-23 00:19:30+00:00,"cars, chevy, corvette, dream, mustang, camaro, foryou, silverado, mexicali, dogde, ford, jetta, parati, fyp",25
matheusjetta,https://m.tiktok.com/v/7230924831523376390,7230924831523376390,Jetta 🔥🔥  . . . .  #jetta #volks #vwjetta #jettao #fypシ #viral #vw #casal #nave #volkswagen #trenddecarro #jettabrasil #jettabranco  ,EU IA TE PEDIR PRA FICAR AQUI - versão funk rj,74800,913,2967,2900000,2023-05-08 21:21:28+00:00,"jetta, jettao, trenddecarro, nave, vwjetta, fypシ, volkswagen, jettabrasil, vw, jettabranco, viral, volks, casal",10
oguzhancicek51,https://m.tiktok.com/v/7071963643046333697,7071963643046333697,Kral abimiz👑#niğde#jetta#çiçekgarage#leon,Olmadı,74200,268,539,1200000,2022-03-06 12:30:48+00:00,"çiçekgarage, niğde, jetta, leon",15
smokeyyytdi,https://m.tiktok.com/v/6926957637128998150,6926957637128998150,Old vid but Jetta don’t like them cold days 🥶 🥶  #coldstart #fyp #diesel #car #foryoupage #xyzbca #tdi #turbo #jetta #tiktok,original sound,74100,580,3886,1000000,2021-02-08 18:13:36+00:00,"car, foryoupage, tdi, diesel, turbo, jetta, tiktok, fyp, xyzbca, coldstart",54
jettadabrasil,https://m.tiktok.com/v/7255737838870760710,7255737838870760710,Os jetta mais top slk 😍🫶🏻 . . . #explorar #fy #fyp #trend #tiktok #jetta #viral #vw #top #lindo #viraltrend ,Te Empurrar Socadao Socadinha,74100,145,4615,473400,2023-07-14 18:08:35+00:00,"fyp, top, lindo, vw, tiktok, fy, viral, viraltrend, trend, jetta, explorar",0
snowgarage,https://m.tiktok.com/v/7208594941491072261,7208594941491072261,Deu ruim 🤡 . . . #polo #pologts #gts #gtsclub #gruponovovwpolo #vwpologts #vwpolo #vwbrasil #vwpologti #pologti #eibach #eibachprokit #vwpolorline #jetta #jettatsi #golf #golfgti #cwb #tsi #turbo #tsiclub #carros #volkswagen #volkslover #vag #meuvw #volks,som original,73600,161,268,1800000,2023-03-09 17:10:04+00:00,"vwbrasil, golf, cwb, meuvw, vwpolo, polo, eibach, gts, jettatsi, tsi, gruponovovwpolo, gtsclub, vwpologts, vag, eibachprokit, vwpologti, volks, volkswagen, volkslover, golfgti, tsiclub, jetta, vwpolorline, pologts, carros, pologti, turbo",10
itssjettaa,https://m.tiktok.com/v/6834258101789560070,6834258101789560070,My brother Fa life ❤️ Black Lives Matter ✊🏽#foryourpage #jetta #fyp #blacklivesmatter,Same Love (feat. Mary Lambert),72900,204,274,365000,2020-06-03 22:51:55+00:00,"foryourpage, jetta, fyp, blacklivesmatter",9
i4tbanger,https://m.tiktok.com/v/7091577156635004202,7091577156635004202,I don’t do that🤥 #cartiktok #carsoftiktok #carguy #fyp #cartik #cartok #carstiktok #caroftiktok #pullup #vw #jetta #mk6,original sound,72400,764,2038,665100,2022-04-28 09:01:20+00:00,"vw, cartiktok, carstiktok, carsoftiktok, carguy, jetta, mk6, cartik, pullup, fyp, cartok, caroftiktok",5
elpicavolks,https://m.tiktok.com/v/7236517833344093445,7236517833344093445,#amix #jetta #vw ##mk4 #caraudio #blackhawk #jodidoscaraudio #sonido ,sonido original,72400,83,110,662700,2023-05-23 23:05:08+00:00,"vw, mk4, caraudio, blackhawk, sonido, amix, jodidoscaraudio, jetta",19
itssjettaa,https://m.tiktok.com/v/6888001846930083077,6888001846930083077,"Love hate , I’m ready 🤣#rockincollege #foryoupage #foryourpage #jetta",original sound,71300,528,760,372800,2020-10-26 18:45:47+00:00,"jetta, RockinCollege, foryoupage, foryourpage",8
transmisiones_losangeles,https://m.tiktok.com/v/7123220943727545605,7123220943727545605,Conozco a alguien q cobra mas barato... #transmisionesautomaticas #Jetta #09G #VW #Volkswagen #Jettaclasico #Bora #DSG #queretaro,Creepy and simple horror background music(1070744),71000,845,478,983500,2022-07-22 15:35:21+00:00,"queretaro, vw, jetta, dsg, bora, transmisionesautomaticas, volkswagen, 09g, jettaclasico",41
euamauryjunior,https://m.tiktok.com/v/7028650256740994310,7028650256740994310,É 1.0 confia. 😂 #carrosrebaixados #carrorebaixado #jetta #jettatsi #jettaaro20 #suspensaoaar #turbo,Still D.R.E. - Instrumental,70900,621,685,2100000,2021-11-09 19:12:44+00:00,"jettaaro20, carrorebaixado, jetta, suspensaoaar, turbo, carrosrebaixados, jettatsi",20
sahinoguz_,https://m.tiktok.com/v/7210043995714587909,7210043995714587909,Karadenizli Emlakçılar 😂 Keşke herkesin kiracısı @onursermik gibi olsa :)  #mercedes #bmw #skoda #jetta #seat #leon #scirocco #fiat #doblo #citroen #h100  #honda #trabzon #uzungöl #karadeniz #yayla #doğal #sümela #rize #giresun #of #ordu @Onur Sermik ,orijinal ses,70900,264,560,1600000,2023-03-13 14:53:09+00:00,"karadeniz, h100, giresun, scirocco, trabzon, doblo, mercedes, uzungöl, citroen, of, seat, yayla, doğal, rize, bmw, sümela, fiat, ordu, honda, skoda, leon, jetta",58
dezmembraru.ro,https://m.tiktok.com/v/7212917333243809030,7212917333243809030,Ce parere ai de acest hack? 🤭 #dezmembrari #dezmembraru #dezmembrezauto #dezmembrariromania #dezmembrezvolkswagen #volkswagen #jetta #jetta4 #vw #vwromania #vwclub #hack #lifehack #winterhack #summerhack #esp #espoff #interesting #facts #fy #fyp #foryou #fyromania #masini ,sunet original,70500,498,2555,1500000,2023-03-21 08:43:12+00:00,"dezmembrari, vwclub, masini, fy, vw, summerhack, jetta4, fyp, fyromania, dezmembrezauto, vwromania, espoff, facts, jetta, volkswagen, hack, interesting, esp, lifehack, dezmembrezvolkswagen, foryou, dezmembraru, winterhack, dezmembrariromania",35
nategigovic,https://m.tiktok.com/v/7055229629623209218,7055229629623209218,Jesse’s VW Jetta #fastandfurious #eurocars #vw #jetta #thefastsaga,6IXSPEED,70200,443,253,1200000,2022-01-20 10:14:17+00:00,"eurocars, fastandfurious, vw, jetta, thefastsaga",32
henrique.nino,https://m.tiktok.com/v/7219459847966952709,7219459847966952709,Ganhou eu e a nave 🚀😂  . . . #jetta #mulhernovolante #meme #casal #memecasal  ,som original,70100,267,2165,1100000,2023-04-07 23:51:27+00:00,"memecasal, mulhernovolante, jetta, meme, casal",13
oicalu,https://m.tiktok.com/v/218910100768317440,218910100768317440,Quero ver quem consegue fazer melhor 😂 #DubleUmDubstep,I'd love to change the world (matstubs remix),69900,198,0,192800,2017-04-18 17:02:30+00:00,"jetta, dubleumdubstep",15
saxtorres07,https://m.tiktok.com/v/7075500041691057413,7075500041691057413,Suele pasar con un mustang Shelby Gt 500 1995 jeje 🤣 #mustang #gracioso #risa #carros #distraccion #jetta #shelbygt500 #vintage,sonido original,69700,99,221,1000000,2022-03-16 01:13:51+00:00,"risa, carros, shelbygt500, vintage, distraccion, jetta, mustang, gracioso",15
gq_autodetailing,https://m.tiktok.com/v/7238669926603509038,7238669926603509038,How’s my setup looking???👀 #fyp #gqautodetailing #viral #trending  #texas #tx #sanantonio #sanantoniotx #helotes #helotestx #sanantoniodetailer #sanantoniodetailing #detailer #detailing #detailingcars #detailersoftiktok #viral #autodetailing #autodetail #blessed #jetta #detailingsetup #detailsetup #mobiledetailing #mobiledetailer #mobiledetailingsetup #setup ,original sound,69500,823,1009,854400,2023-05-29 18:16:30+00:00,"autodetailing, detailer, blessed, sanantoniodetailer, trending, autodetail, detailingcars, helotestx, sanantonio, texas, helotes, detailsetup, detailingsetup, detailersoftiktok, tx, sanantoniotx, jetta, viral, gqautodetailing, fyp, mobiledetailing, sanantoniodetailing, mobiledetailingsetup, setup, detailing, mobiledetailer",76
badgeskins,https://m.tiktok.com/v/7226060249290116358,7226060249290116358,"If you own a VW, this is your sign to get some Badgeskins! #badgeskins #thisisbs #vw #vwgolf #vwgolfr #vwgti #volkswagen #golf #tiguan #tiguanrline #atlasvw #gti #r #jetta #jettagli #mqb #howto #installation #diy ",FANCY,69200,584,2167,2300000,2023-04-25 18:44:23+00:00,"vwgti, installation, vw, vwgolfr, jettagli, howto, r, diy, golf, badgeskins, volkswagen, mqb, jetta, tiguan, atlasvw, tiguanrline, vwgolf, gti, thisisbs",19
victoria_gendreau1201,https://m.tiktok.com/v/6835342713932483846,6835342713932483846,Brand new whip check it out! #NotOneThing #newcar #jetta #volkswagon #fyp,original sound,69000,232,109,397500,2020-06-06 21:00:45+00:00,"jetta, volkswagon, NotOneThing, fyp, newcar",52
humorist_9890,https://m.tiktok.com/v/7129492276593708293,7129492276593708293,#ukraine🇺🇦 #dnepr #VAG #volkswagen #jetta,"Джентльмены удачи - Из к/ф ""Джентльмены удачи""",68700,178,1534,1700000,2022-08-08 13:11:19+00:00,"vag, volkswagen, dnepr, jetta, ukraine🇺🇦",8
itssjettaa,https://m.tiktok.com/v/6875062465315589382,6875062465315589382,I did it 🤣 so now I’m official ❤️#rockincollege #foryou #jetta #fyp,original sound,68000,766,737,340500,2020-09-21 21:54:09+00:00,"jetta, fyp, RockinCollege, foryou",6
cesarmopar,https://m.tiktok.com/v/7189897602060668166,7189897602060668166,Pues empezamos ahora con la replica del jetta de jesse #rapidoyfurioso #jettajesse #jetta #fastandfurious #fullwrap ,2 FAST 2 FURIOUS,68000,161,213,1600000,2023-01-18 07:54:54+00:00,"fastandfurious, fullwrap, rapidoyfurioso, jettajesse, jetta",57
clinthallada,https://m.tiktok.com/v/7226311954422336811,7226311954422336811,let's see what happens #fyp #volkswagen #jetta #epic #viral #trending #funny #fypシ #tiktok #getsome #wreck #gas #hammer #tick #die ,original sound,67700,599,383,1100000,2023-04-26 11:01:18+00:00,"hammer, wreck, epic, die, fypシ, viral, tick, funny, volkswagen, tiktok, jetta, fyp, gas, trending, getsome",125
mk3tdipower,https://m.tiktok.com/v/6976699575314681093,6976699575314681093,#jettamk2 #tunning #roniperformanc #hani #lizzo #tdipower #jetta #chip #prishtina,som original,67700,713,1531,668900,2021-06-22 19:17:36+00:00,"lizzo, jettamk2, jetta, chip, tdipower, roniperformanc, tunning, prishtina, hani",9
annelkag,https://m.tiktok.com/v/7150710861504531718,7150710861504531718,#vw #jetta #ukraine #recommendations #машина ,оригінальний звук,66900,0,1784,498000,2022-10-04 17:30:19+00:00,"recommendations, машина, jetta, vw, ukraine",16
roygarciaa27,https://m.tiktok.com/v/6889945437545991425,6889945437545991425,#fastandfurious #tokyodrift #jettagli #lowcar #clean #jetta #volkswagen #4cillinder #turbo #car #cars #tuned #tuning #aodhanwheels #parati #fyp,original sound,66200,270,479,595800,2020-11-01 00:27:14+00:00,"cars, turbo, jettagli, lowcar, car, aodhanwheels, tuned, clean, fyp, parati, jetta, tuning, tokyodrift, fastandfurious, volkswagen, 4cillinder",19
vdub_colt717,https://m.tiktok.com/v/7202576110297845038,7202576110297845038,Yes I heated them up too🤣😭#mk4 #jetta #carhub #volkswagen #gli #vdubclub #static_club #esr ,original sound,65500,194,290,1600000,2023-02-21 11:54:08+00:00,"volkswagen, gli, static_club, vdubclub, esr, mk4, jetta, carhub",9
pequenogeniooficial,https://m.tiktok.com/v/7251724995448196357,7251724995448196357,Sabia dessas diferenças? #carros #tracaotraseira #tracaodianteira #tracao #bmw #jetta #fyp #foryou #foryoupage #fypage ,som original,65100,315,96,343600,2023-07-03 22:36:42+00:00,"tracaotraseira, fyp, carros, foryoupage, tracaodianteira, tracao, jetta, fypage, foryou, bmw",165
alexissangulo,https://m.tiktok.com/v/6819087376216902918,6819087376216902918,Mueranseeeee 💅🏼 #jetta #esperando #oxxo #envidiosos,sonido original,64800,295,1130,835300,2020-04-24 01:41:46+00:00,"esperando, envidiosos, oxxo, jetta",15
poloaro20,https://m.tiktok.com/v/6854857796358327557,6854857796358327557,#jetta #vw #vwjetta #fixa #rebaixado #brasil #rebaixadosclub #rebaixadosbr,som original,64600,145,17800,896100,2020-07-29 11:09:17+00:00,"rebaixadosclub, vwjetta, fixa, rebaixadosbr, jetta, vw, rebaixado, brasil",25
abel_magno,https://m.tiktok.com/v/7185443080407895301,7185443080407895301,Video tutorial de como arreglar una fascia sin necesidad DE GASTAR en una guía o grapa nueva 🙊 #tutorial #jetta #mk6 #jettamk6 #repintadoautomotriz #reparacionautomotriz #pinturaautomotiva #pinturaautomotriz #hojalateriaypintura #parati #fyp #fypシ ,sonido original,64400,539,4187,3300000,2023-01-06 07:49:05+00:00,"hojalateriaypintura, parati, fypシ, tutorial, mk6, fyp, reparacionautomotriz, jettamk6, repintadoautomotriz, pinturaautomotiva, pinturaautomotriz, jetta",342
aliciacampoi,https://m.tiktok.com/v/7219338134268562693,7219338134268562693,Passo mal 😮‍💨 #sonata #golf #golfgti #jetta #carro ,Zorro do Asfalto,64300,520,239,591800,2023-04-07 15:59:07+00:00,"carro, sonata, golf, golfgti, jetta",9
leitemaii,https://m.tiktok.com/v/6905426381723700486,6905426381723700486,PARTE DOIS DO BONITÃO ... 🤡🤡#parte2 #seguindo #jetta #naoquerover #quemprocuraacha,som original,63700,1177,74,440000,2020-12-12 17:41:28+00:00,"seguindo, naoquerover, parte2, jetta, quemprocuraacha",54
aliihsann002,https://m.tiktok.com/v/6893852664996662529,6893852664996662529,Bir Ülküdür Gönül Verdiğim 🇹🇷 #EFSANEYİM #jetta #kesfettttttt #aks #volkswagen #konvoy #hız #polis #polisi #siren #sirenhead #sirena @unalturan58,Teşkilat Türküsü - Remix,63600,259,543,942800,2020-11-11 13:09:15+00:00,"siren, hız, aks, polisi, volkswagen, sirena, kesfettttttt, konvoy, EFSANEYİM, polis, jetta, sirenhead",14
vwjetta38rus,https://m.tiktok.com/v/6989973082370755842,6989973082370755842,Сделан ради юмора 😂#АлисаЛайт #бывшая #бывшаядевушка #volkswagen #jetta #irkutsk #иркутск #суета #гонки #ксенон #тонировка #бункер #многолайковпж #,оригинальный звук,63600,51,1222,2400000,2021-07-28 13:45:33+00:00,"бывшая, тонировка, volkswagen, бывшаядевушка, гонки, иркутск, irkutsk, многолайковпж, АлисаЛайт, бункер, jetta, суета, ксенон",6
loud.jetta,https://m.tiktok.com/v/7020063645530934529,7020063645530934529,#тонировка #bunker #volkswagen #jetta #хочуврекомендации #рек #хочувтренды #хочувтоп #опер #рекомендации #серпухов,BBT,63400,954,531,1500000,2021-10-17 15:52:18+00:00,"хочувтренды, bunker, серпухов, рекомендации, хочуврекомендации, хочувтоп, опер, тонировка, volkswagen, jetta, рек",13
smokeyyytdi,https://m.tiktok.com/v/7173445416783056170,7173445416783056170,Jetta dont like the cold         (43°F out)                #vw #car #cartok #fyp #foryou #foryoupage #mk4 #jetta #coldstart #xycba #tiktok #volkswagen #diesel #tdi ,original sound,62900,382,1672,1200000,2022-12-04 23:52:06+00:00,"coldstart, tiktok, car, foryoupage, cartok, tdi, xycba, jetta, volkswagen, foryou, fyp, mk4, diesel, vw",59
manuelavasquez1,https://m.tiktok.com/v/7125945100269522181,7125945100269522181,Un buen sedan deportivo 👌🏻 GLI 🔥 #tiktokautos #carsoftiktok #volkswagen #jetta,La Llevo Al Cielo,62500,275,1617,808000,2022-07-29 23:46:30+00:00,"jetta, tiktokautos, carsoftiktok, volkswagen",59
elis__m3,https://m.tiktok.com/v/7123653809439624490,7123653809439624490,Hahah @cami sorry. #ShowUrGrillSkillz #PrimeDayDreamDeals #BigInkEnergy #carsoftiktok #volkswagen #FilmTeyvatIslands #jetta #audi #carsofnewyork #carsofmass #603 #carswithoutlimits #launchcontrol #newengland #gti #gli #cartok,Rich Minion,62400,160,195,639800,2022-07-23 19:35:05+00:00,"carsoftiktok, BigInkEnergy, 603, volkswagen, audi, newengland, gli, FilmTeyvatIslands, cartok, launchcontrol, carsofnewyork, carswithoutlimits, carsofmass, jetta, ShowUrGrillSkillz, PrimeDayDreamDeals, gti",26
soloturboo,https://m.tiktok.com/v/7095019346208083205,7095019346208083205,WV #wolskvagen #turbo #escape #repost #bora #jetta #bora18t #make #makeup #explosive #turbine #viral #fypシ #foryou #foryoupage #like #follow #explore #turbodiesel #parati #sound #explorer,sonido original,62300,95,936,926700,2022-05-07 15:38:42+00:00,"explosive, like, wolskvagen, repost, sound, explore, make, foryou, turbodiesel, escape, bora, explorer, jetta, turbine, turbo, follow, foryoupage, parati, bora18t, viral, fypシ, makeup",8
miguelsanchezzmm,https://m.tiktok.com/v/6987729419221634310,6987729419221634310,#vecinostocapelotas #jetta #vw #mk3 #fatandfurius #atodogas,Bandoleros,62100,154,78,1100000,2021-07-22 12:39:04+00:00,"mk3, fatandfurius, atodogas, jetta, vw, vecinostocapelotas",19
vinissousa_,https://m.tiktok.com/v/7060836318871391493,7060836318871391493,Despertador 🥲 #jetta #voyage #vw #vwjetta #santana #despertador #fyp #fy,som original,61500,208,113,597400,2022-02-04 12:51:07+00:00,"fy, santana, despertador, jetta, voyage, vw, vwjetta, fyp",67
rileymuggeo,https://m.tiktok.com/v/6846825130887236870,6846825130887236870,ouchie😅 #fyp #foryourpage #foryoupage #montreal  #quebec #mtl #cars #ChocolateRecipe #foryouu #jetta #laval #lavalquebec #carenthusiast  #megamouth,Love Me Again,61400,245,2437,703800,2020-07-07 19:38:25+00:00,"fyp, foryourpage, lavalquebec, montreal, quebec, carenthusiast, cars, jetta, laval, chocolaterecipe, megamouth, mtl, foryoupage, foryouu",9
cesarmopar,https://m.tiktok.com/v/7191750271054171398,7191750271054171398,En proceso de pintura de los rines #jettajesse #fastandfurious #rapidoyfurioso #jetta #mk3 #pintandorines #jessie ,son original,61400,110,186,1400000,2023-01-23 07:44:13+00:00,"jetta, mk3, jessie, jettajesse, pintandorines, fastandfurious, rapidoyfurioso",60
powerful_cars,https://m.tiktok.com/v/6975406750530882822,6975406750530882822,#fastandfuriuos#eclipse#supra#supraaaaaaaa#rx-7#r33#skyline#lightning#jetta#fastfamily#rippaulwalker#family#speed#power#fyp#foryoupage#foryourpage#fpy,eredeti hang,61300,533,759,529700,2021-06-19 07:40:53+00:00,"jetta, speed, supraaaaaaaa, supra, family, rippaulwalker, eclipse, skyline, power, rx, fyp, fastfamily, foryourpage, lightning, fastandfuriuos, foryoupage, fpy, r33",10
legiaodosbaixos,https://m.tiktok.com/v/6998474607317552389,6998474607317552389,🤡 #fy #foryoupage #volksvagen #jettaodossonhos #legiaodosbaixos #voyage #jetta #status ##CapCut,som original,61100,189,273,806700,2021-08-20 11:35:49+00:00,"capcut, status, legiaodosbaixos, foryoupage, voyage, jetta, volksvagen, jettaodossonhos, fy",11
itssjettaa,https://m.tiktok.com/v/6876518276906716421,6876518276906716421,I’m here to pick up my kid 🥺😻#rockincollege #foryou #fyp #jetta,WHAT YOU KNOW BOUT LOVE,60900,1852,610,276600,2020-09-25 20:03:36+00:00,"jetta, RockinCollege, foryou, fyp",16
don_jetta01,https://m.tiktok.com/v/7089626968555064582,7089626968555064582,Es hora de callar bocas 😏😏 #jetta #fypシ゚viral #airsuspencion #volkswagen #rotiform #rotiformwheels #solido #FYP,sonido original,60400,899,255,690400,2022-04-23 02:53:35+00:00,"fyp, rotiform, rotiformwheels, solido, airsuspencion, jetta, fypシ゚viral, volkswagen",22
moon_ralliart,https://m.tiktok.com/v/7168944315652148486,7168944315652148486,#jetta #jettagli #jettatsi #jettamk6 #gearhead #car #cars #carro #carros #golf #polo #volks #volkswagen #volksbrasil #volksvagem #jdm #tunning #jettatsibrasil #jettaclub #vw #mk7 #vwjetta #jettabrasil #jettaclub #jettalove #jettalife #jettanation #jettakingoff #,Mega Pra Elas Joga,60200,193,1198,751700,2022-11-22 20:45:24+00:00,"jetta, volksbrasil, jettagli, jettatsibrasil, car, volks, jettatsi, vw, cars, jettanation, carro, mk7, gearhead, volksvagem, jettakingoff, carros, volkswagen, vwjetta, jettabrasil, jettalife, golf, jettalove, jettaclub, tunning, jdm, polo, jettamk6",8
rs3jerry,https://m.tiktok.com/v/7124006050235305258,7124006050235305258,my jetta always on go mode 😈 #rs3 #jetta #audi #cartok #carguy,original sound,59700,304,307,501500,2022-07-24 18:21:58+00:00,"cartok, carguy, rs3, jetta, audi",6
you.auto.know,https://m.tiktok.com/v/6965234272785485062,6965234272785485062,Why your car is hard to shift while parked on a hill! #cars #mechanic #carknowledge #vw #jetta #fyp #driving #physics #cartiktok #turbo #parkingbrake,original sound,59600,1335,1679,866200,2021-05-22 21:46:22+00:00,"mechanic, vw, jetta, physics, cartiktok, turbo, cars, fyp, carknowledge, parkingbrake, driving",53
issaitgc,https://m.tiktok.com/v/7144832849449848069,7144832849449848069,Oops :( #humor  #fyp #proyecto#autos #fypシ #nitrous #vw #volkswagen #arrancones #jales #jetta #fyp #nfs ,original sound,59500,157,399,437800,2022-09-18 21:20:35+00:00,"jales, proyecto, fypシ, nfs, vw, autos, jetta, humor, arrancones, volkswagen, fyp, nitrous",7
that00mk4,https://m.tiktok.com/v/7210724944915811630,7210724944915811630,I always forget to empty mine💀 #jetta #mk4 #carsoftiktok #volkswagen #cartok #vvashautocare #cars #catchcan #empty #fypシ゚ @heavy_haul_n_fool  ,original sound,59200,1159,617,1200000,2023-03-15 10:56:24+00:00,"fypシ゚, jetta, empty, carsoftiktok, catchcan, volkswagen, mk4, cartok, vvashautocare, cars",35
7008filmsoficial,https://m.tiktok.com/v/7209646487431679238,7209646487431679238,Parte 1  Jetta mais polêmico do Tiktok andando na FIXA!  #7008films #foryou #jetta ,som original,58900,1107,2679,1200000,2023-03-12 13:10:36+00:00,"foryou, jetta, 7008films",171
gli.snow,https://m.tiktok.com/v/7256253300079643910,7256253300079643910,De hoje 🔥 #jetta #jettagli #gli #gti #gearhead #volks ,Ascend By Dezkooo,58500,112,1040,617600,2023-07-16 03:28:50+00:00,"gli, volks, jetta, gti, gearhead, jettagli",0
nevadaecopecas,https://m.tiktok.com/v/7222339389769272582,7222339389769272582,MAIS DE 3 ANOS PARADO 😱 #audia3 #a3spb #a3sportback #sportback #audi #golftsi #jettatsi #golfgti #jetta #gti ,Música para Vídeos,58000,157,184,2800000,2023-04-15 18:05:33+00:00,"jetta, sportback, a3spb, golfgti, audia3, gti, golftsi, jettatsi, audi, a3sportback",30
golg6highline,https://m.tiktok.com/v/7186957142560115973,7186957142560115973,Que dúvida né 🥵😈 #fy #fyp #foryourpage #vaiprofycaramba #viral #cars #meme #carmeme #turbo #rebaixado #motel #motelambulante #explore #explorar #pov #fire #cria #edit #golg6 #volks #jetta #saveiro #bmw #audi #quero #gol #golg6 #chapeco #volks #golf #trend ,Hoje Vai Rolar,57700,194,2067,488500,2023-01-10 09:44:28+00:00,"chapeco, explorar, bmw, golg6, fyp, cars, fire, turbo, carmeme, saveiro, audi, quero, fy, volks, pov, motel, meme, explore, gol, foryourpage, cria, rebaixado, vaiprofycaramba, jetta, edit, viral, motelambulante, golf, trend",13
moffles_sport,https://m.tiktok.com/v/7252162235798277381,7252162235798277381,Jetta 2.5 Catback 🔥 #volkswagen #jetta #jettamk6 #foryou #paratii #texcoco #mexico🇲🇽 #foryou ,sonido original,57500,513,2191,1100000,2023-07-05 02:53:25+00:00,"paratii, texcoco, mexico🇲🇽, volkswagen, jetta, jettamk6, foryou",21
elbandolero93,https://m.tiktok.com/v/7007851838057811206,7007851838057811206,#vw#volkswagen#mk7#mk6#jetta#tiguan#car#cars#carsoftiktok#carslover#carguy#cargirl#modified#satisfy#fd#pt#fypシ#foryoupage#pourtoi#parati,Originalton,57200,538,1564,1600000,2021-09-14 18:04:15+00:00,"mk7, fd, jetta, parati, cars, tiguan, foryoupage, volkswagen, modified, vw, carguy, fypシ, pt, mk6, car, cargirl, carslover, pourtoi, satisfy, carsoftiktok",180
starkesfilms,https://m.tiktok.com/v/7054134317026413830,7054134317026413830,Nunca mais vou ouvir essa música igual antes kk #starkesfilms #kfapple #primegarage #jetta #jettagli #jettaclub #volkslovers #trend #baixos #rebaixado,SE INSCREVA NO NOSSO CANAL NO YOUTUBE,57000,408,4338,1200000,2022-01-17 11:23:55+00:00,"starkesfilms, trend, jetta, primegarage, jettaclub, jettagli, volkslovers, baixos, rebaixado, kfapple",10
